,pv_node_1,pv_node_2,pv_node_3,pv_node_4,pv_node_5,pv_node_6,pv_node_7,pv_node_8,pv_node_9,pv_node_10,pv_node_11,pv_node_12,pv_node_13,pv_node_14,pv_node_15,pv_node_16,pv_node_17,pv_node_18,pv_node_19,pv_node_20,pv_node_21,pv_node_22,pv_node_23,pv_node_24,pv_node_25,pv_node_26,pv_node_27,pv_node_28,pv_node_29,pv_node_30,pv_node_31,pv_node_32,pv_node_33,pv_node_34
2024-01-01 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:15:00,0.0,0.19894767320792614,0.0,0.07352657370826209,0.0,0.0,0.07661402194984074,0.1746072744772836,0.0,0.0,0.0,0.0,0.0,0.11225353099603975,0.0,0.0,0.2801690759118871,0.0,0.0,0.0779144527361736,0.0,0.08364738110923703,0.0,0.15251218787021212,0.0,0.0,0.0,0.07166705455536142,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:30:00,0.0,0.41874128327068727,0.0,0.15474326324013757,0.0,0.0,0.15934388181977555,0.3517338120009032,0.0,0.0,0.0,0.0,0.0,0.2320609635053258,0.0,0.0,0.5653278266566494,0.0,0.0,0.17281735830509973,0.0,0.18098364077054005,0.0,0.3200995893876965,0.0,0.0,0.0,0.14629328372276126,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 06:45:00,0.0,0.6720972490729182,0.0,0.24269851751489221,0.0,0.0,0.2601752217855015,0.5956866673681016,0.0,0.0,0.0,0.0,0.0,0.3733815327803193,0.0,0.0,0.92437350919949,0.0,0.0,0.2755132385161725,0.0,0.2840210650569777,0.0,0.5097254368857872,0.0,0.0,0.0,0.2421800112483326,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:00:00,0.0,0.9541545162676041,0.0,0.34073956156273516,0.0,0.0,0.3513935944119348,0.8117737825309552,0.0,0.0,0.0,0.0,0.0,0.5260096601491554,0.0,0.0,1.2828464319812563,0.0,0.0,0.3798945095363147,0.0,0.3952159551714023,0.0,0.733405788085063,0.0,0.0,0.0,0.32450610088128024,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:15:00,0.0,1.1123773650326283,0.0,0.38300554933397235,0.0,0.0,0.417049091793073,0.9349136376397559,0.0,0.0,0.0,0.0,0.0,0.6343244125364864,0.0,0.0,1.506441089681699,0.0,0.0,0.45235341520666345,0.0,0.4505383515300319,0.0,0.8397307543721741,0.0,0.0,0.0,0.39630027146121244,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:30:00,0.0,1.2360306500105964,0.0,0.43822406194599295,0.0,0.0,0.4520226645484783,1.024016494615771,0.0,0.0,0.0,0.0,0.0,0.6610305732281582,0.0,0.0,1.6077904021752678,0.0,0.0,0.477972623134522,0.0,0.4866932513863518,0.0,0.9237346302965463,0.0,0.0,0.0,0.4188298570230086,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 07:45:00,0.0,1.5086323967124349,0.0,0.5204541203476587,0.0,0.0,0.5642050078272277,1.2610706110526524,0.0,0.0,0.0,0.0,0.0,0.8086682357332518,0.0,0.0,1.9558278960601663,0.0,0.0,0.5898399470819448,0.0,0.599178863525245,0.0,1.136342280089925,0.0,0.0,0.0,0.5312634723494208,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:00:00,0.0,1.4620144877921684,0.0,0.5256099374896245,0.0,0.0,0.5672508998210418,1.231015628760269,0.0,0.0,0.0,0.0,0.0,0.8375406421301221,0.0,0.0,1.9536248447427171,0.0,0.0,0.6038070710898524,0.0,0.5975657612111697,0.0,1.1303524565788947,0.0,0.0,0.0,0.5091482601373158,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:15:00,0.0,1.9752207168711016,0.0,0.7658542376002475,0.0,0.0,0.7625725069598357,1.7777717003013271,0.0,0.0,0.0,0.0,0.0,1.1064043973725637,0.0,0.0,2.7128083227978244,0.0,0.0,0.8048525658311072,0.0,0.8457018911825795,0.0,1.5986143006312823,0.0,0.0,0.0,0.7335268057696938,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:30:00,0.0,2.0069305721389075,0.0,0.7418524749353302,0.0,0.0,0.7697557021272529,1.6952411785806416,0.0,0.0,0.0,0.0,0.0,1.1631509395342556,0.0,0.0,2.7797830303345448,0.0,0.0,0.8172470539193466,0.0,0.8468875657424286,0.0,1.5651376843022278,0.0,0.0,0.0,0.7075396907656635,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 08:45:00,0.0,1.9708707332979152,0.0,0.6829717429879206,0.0,0.0,0.7370420874664788,1.6391373611216482,0.0,0.0,0.0,0.0,0.0,1.104074289629194,0.0,0.0,2.540494692415715,0.0,0.0,0.8009188473895656,0.0,0.8091910522862723,0.0,1.5109981316254975,0.0,0.0,0.0,0.6852542383513306,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:00:00,0.0,2.052129740852946,0.0,0.7247449532306927,0.0,0.0,0.7857333168301317,1.7442505431872106,0.0,0.0,0.0,0.0,0.0,1.145119485913873,0.0,0.0,2.6575864291986147,0.0,0.0,0.8023187998394959,0.0,0.8447153504154598,0.0,1.5638013748164608,0.0,0.0,0.0,0.7197147553054286,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:15:00,0.0,2.2936881929729074,0.0,0.8258889760117886,0.0,0.0,0.8703834639008585,1.9157836687528973,0.0,0.0,0.0,0.0,0.0,1.2585701292716427,0.0,0.0,2.9305614370058635,0.0,0.0,0.922118001601727,0.0,0.9450381352538894,0.0,1.750961820696838,0.0,0.0,0.0,0.8261133566211921,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:30:00,0.0,2.6002696326242742,0.0,0.9262239833597594,0.0,0.0,0.930586141201075,2.1927223534119067,0.0,0.0,0.0,0.0,0.0,1.415399605272227,0.0,0.0,3.467858584055675,0.0,0.0,1.031747490688741,0.0,1.0849473981065292,0.0,1.9994698832419937,0.0,0.0,0.0,0.9023134150669746,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 09:45:00,0.0,2.616768475410656,0.0,0.9727925923104209,0.0,0.0,1.007624340171264,2.197491342518473,0.0,0.0,0.0,0.0,0.0,1.5326221751096651,0.0,0.0,3.578766110431057,0.0,0.0,1.098342672051412,0.0,1.0793511655482806,0.0,2.0639732234372694,0.0,0.0,0.0,0.9636630574500425,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:00:00,0.0,2.6297809342772416,0.0,0.9544143895363554,0.0,0.0,1.0023502007431349,2.214196692982863,0.0,0.0,0.0,0.0,0.0,1.4674936286261577,0.0,0.0,3.4838377299478345,0.0,0.0,1.0704026921256249,0.0,1.041565580186858,0.0,1.9806018889853134,0.0,0.0,0.0,0.8932622096343608,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:15:00,0.0,2.7269903375460753,0.0,0.9595388602888177,0.0,0.0,1.017560198020081,2.2290622135148395,0.0,0.0,0.0,0.0,0.0,1.437747412373022,0.0,0.0,3.500999860696321,0.0,0.0,1.1002457900685763,0.0,1.0596602236927557,0.0,1.9560312637070236,0.0,0.0,0.0,0.9304716419850283,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:30:00,0.0,3.257529944285264,0.0,1.128134486084501,0.0,0.0,1.25749211377995,2.6255210323411107,0.0,0.0,0.0,0.0,0.0,1.7820386543057862,0.0,0.0,4.225633441415675,0.0,0.0,1.3113971181711315,0.0,1.3198654865078183,0.0,2.3770199796536366,0.0,0.0,0.0,1.094264997331824,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 10:45:00,0.0,2.6336680047208447,0.0,0.921789834879191,0.0,0.0,0.9979905125655831,2.247801551364525,0.0,0.0,0.0,0.0,0.0,1.4246924555598983,0.0,0.0,3.5892766925872968,0.0,0.0,1.04499591545976,0.0,1.1121429435256796,0.0,1.9774824326927123,0.0,0.0,0.0,0.9113722360072667,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:00:00,0.0,2.8039598880086705,0.0,1.020423401368695,0.0,0.0,1.0527452158088517,2.315546087857086,0.0,0.0,0.0,0.0,0.0,1.5576884200963748,0.0,0.0,3.7358406086991933,0.0,0.0,1.1863385136798477,0.0,1.1937717849755953,0.0,2.1411837537991483,0.0,0.0,0.0,0.9913158763225366,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:15:00,0.0,2.7706531614647463,0.0,0.9590523751148362,0.0,0.0,1.0480425834057716,2.271731218496023,0.0,0.0,0.0,0.0,0.0,1.510762265041526,0.0,0.0,3.537469834646826,0.0,0.0,1.0914811641790019,0.0,1.0558547163436804,0.0,2.0460252850566345,0.0,0.0,0.0,1.002188116474683,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:30:00,0.0,2.518237408819571,0.0,0.9488832032487098,0.0,0.0,0.9894573703110676,2.260005187700022,0.0,0.0,0.0,0.0,0.0,1.4752610380397388,0.0,0.0,3.5560248562669408,0.0,0.0,1.0981278251085727,0.0,1.0555723835419504,0.0,2.021532347554702,0.0,0.0,0.0,0.9472761201731488,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 11:45:00,0.0,3.5586385163692187,0.0,1.2803396251408339,0.0,0.0,1.3817490838900195,2.990151925271135,0.0,0.0,0.0,0.0,0.0,2.1011585158893578,0.0,0.0,4.919476961093945,0.0,0.0,1.4907575062616123,0.0,1.5306447130363017,0.0,2.8695632245856104,0.0,0.0,0.0,1.3155263821338066,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:00:00,0.0,2.980653288354172,0.0,1.0363205707333123,0.0,0.0,1.0843799209129577,2.4443270321337622,0.0,0.0,0.0,0.0,0.0,1.5890440403422377,0.0,0.0,3.7331494480706975,0.0,0.0,1.2210777767636514,0.0,1.1960929847891486,0.0,2.266121558726128,0.0,0.0,0.0,1.0137042535315333,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:15:00,0.0,2.6044974657656716,0.0,0.946764650266679,0.0,0.0,0.9778080563093523,2.2491743085170914,0.0,0.0,0.0,0.0,0.0,1.4651799827705703,0.0,0.0,3.572106837975288,0.0,0.0,1.0672744028183927,0.0,1.0401703293659172,0.0,2.0855019667464227,0.0,0.0,0.0,0.981292414975197,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:30:00,0.0,3.6343567726749284,0.0,1.2800084636892333,0.0,0.0,1.3355088449253294,3.140265536652178,0.0,0.0,0.0,0.0,0.0,2.0721959794973484,0.0,0.0,4.53806855153026,0.0,0.0,1.4751534887913789,0.0,1.4937365041597546,0.0,2.6851163206091475,0.0,0.0,0.0,1.2685304225633127,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 12:45:00,0.0,3.246890147891356,0.0,1.1639268664636149,0.0,0.0,1.235401994854189,2.7264511105192124,0.0,0.0,0.0,0.0,0.0,1.7981488939063945,0.0,0.0,4.495421485653889,0.0,0.0,1.3030201354636903,0.0,1.32981146557243,0.0,2.496191525368899,0.0,0.0,0.0,1.15055620665649,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:00:00,0.0,2.8764971504975456,0.0,1.0540960381547537,0.0,0.0,1.091049330356035,2.5208970260670536,0.0,0.0,0.0,0.0,0.0,1.5849407221230905,0.0,0.0,3.888702273972177,0.0,0.0,1.1920098029266468,0.0,1.2017522010957598,0.0,2.21495412413817,0.0,0.0,0.0,1.048881521296591,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:15:00,0.0,2.7524784051870665,0.0,1.0095162227590475,0.0,0.0,1.0410970099099968,2.3181402997789977,0.0,0.0,0.0,0.0,0.0,1.5259425795050021,0.0,0.0,3.677797066326121,0.0,0.0,1.1370240784541925,0.0,1.1181369665911363,0.0,2.1256862909698846,0.0,0.0,0.0,0.9593204466795652,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:30:00,0.0,2.9918276070715395,0.0,1.0304211816936202,0.0,0.0,1.0722803517174768,2.491988580894666,0.0,0.0,0.0,0.0,0.0,1.6266543958580082,0.0,0.0,3.810126215325708,0.0,0.0,1.1651011235600806,0.0,1.1671556886330727,0.0,2.189018853294137,0.0,0.0,0.0,1.0084987168970034,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:45:00,0.0,2.640443592211442,0.0,0.9982670303272745,0.0,0.0,1.0443555665085351,2.3199989944359474,0.0,0.0,0.0,0.0,0.0,1.557170863741713,0.0,0.0,3.604745165339287,0.0,0.0,1.1453881501523318,0.0,1.1302221928026719,0.0,2.100405486989565,0.0,0.0,0.0,0.9673352696553061,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:00:00,0.0,2.645362973870401,0.0,0.9123393694240611,0.0,0.0,1.0360497670624782,2.2856270210753196,0.0,0.0,0.0,0.0,0.0,1.503800970393295,0.0,0.0,3.596783680220836,0.0,0.0,1.0338904509333573,0.0,1.0909649645446167,0.0,2.0925190168673695,0.0,0.0,0.0,0.9152312608270166,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:15:00,0.0,2.6248294604246585,0.0,0.924116511971957,0.0,0.0,0.9942311469690037,2.190238466241425,0.0,0.0,0.0,0.0,0.0,1.4749619055668586,0.0,0.0,3.5369152329236417,0.0,0.0,1.1108662780105927,0.0,1.077235725049925,0.0,2.0420896239314685,0.0,0.0,0.0,0.9099998310289377,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:30:00,0.0,2.4766771177984372,0.0,0.8727833767986196,0.0,0.0,0.9621538041041249,2.2113599949259686,0.0,0.0,0.0,0.0,0.0,1.3975710271682944,0.0,0.0,3.309056288932149,0.0,0.0,1.0126571531878066,0.0,1.0019177941174002,0.0,1.9398303784047142,0.0,0.0,0.0,0.8868843970169167,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:45:00,0.0,2.0504203076307936,0.0,0.7254651600509887,0.0,0.0,0.757985322253908,1.6436088564818276,0.0,0.0,0.0,0.0,0.0,1.0797228811187054,0.0,0.0,2.562364195442851,0.0,0.0,0.8294374024511122,0.0,0.793838449645428,0.0,1.4559747664702989,0.0,0.0,0.0,0.7102691121149738,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:00:00,0.0,2.588555625066621,0.0,0.9090343768263754,0.0,0.0,0.9408491012024275,2.192264484728414,0.0,0.0,0.0,0.0,0.0,1.4041011339004255,0.0,0.0,3.338149903731376,0.0,0.0,1.0395879230487266,0.0,1.0567017438695265,0.0,2.025590122999917,0.0,0.0,0.0,0.9005185648373214,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:15:00,0.0,1.8651368987731067,0.0,0.6867141623166414,0.0,0.0,0.7150573337218237,1.658036731841883,0.0,0.0,0.0,0.0,0.0,1.0739996842300084,0.0,0.0,2.648667170575818,0.0,0.0,0.793276016188333,0.0,0.8041391736570596,0.0,1.485345572005009,0.0,0.0,0.0,0.69462752655471,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:30:00,0.0,2.0639623286959985,0.0,0.704512083839159,0.0,0.0,0.7564852404372915,1.6142644748558692,0.0,0.0,0.0,0.0,0.0,1.1058264115024965,0.0,0.0,2.5971205777313866,0.0,0.0,0.7861334360289176,0.0,0.8196222551040657,0.0,1.5090874567037114,0.0,0.0,0.0,0.6993103343225229,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:45:00,0.0,1.734484347726769,0.0,0.6143333460259354,0.0,0.0,0.6540853909597917,1.4641590934774344,0.0,0.0,0.0,0.0,0.0,0.9716213791790338,0.0,0.0,2.332078453907076,0.0,0.0,0.7085327395051185,0.0,0.745092647522576,0.0,1.303495788198406,0.0,0.0,0.0,0.6280826551695483,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:00:00,0.0,1.3683365347748322,0.0,0.5116427854874055,0.0,0.0,0.5207508813800499,1.1513155629606664,0.0,0.0,0.0,0.0,0.0,0.7629055875437518,0.0,0.0,1.8707734450106717,0.0,0.0,0.6026806256277711,0.0,0.5951861951019101,0.0,1.0825277186755826,0.0,0.0,0.0,0.4961187533639764,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:15:00,0.0,1.3047510458242362,0.0,0.4483822263547901,0.0,0.0,0.4737117951472161,1.1082691440197427,0.0,0.0,0.0,0.0,0.0,0.6991471301241186,0.0,0.0,1.703730882312832,0.0,0.0,0.5211074653314505,0.0,0.5551997177129414,0.0,0.9760681537296647,0.0,0.0,0.0,0.4492309390333502,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:30:00,0.0,1.2959858027229827,0.0,0.45514289184487866,0.0,0.0,0.48617392889422506,1.0916245499460886,0.0,0.0,0.0,0.0,0.0,0.7234317696700634,0.0,0.0,1.760552221927117,0.0,0.0,0.5211970972961886,0.0,0.5339560981895886,0.0,0.9917021012359234,0.0,0.0,0.0,0.45401357834385014,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 16:45:00,0.0,0.8695253590924082,0.0,0.32423061279601006,0.0,0.0,0.33394546608270653,0.729487979427409,0.0,0.0,0.0,0.0,0.0,0.48454346560360134,0.0,0.0,1.172588063481382,0.0,0.0,0.36434012067488575,0.0,0.34987371496885017,0.0,0.6742997391225122,0.0,0.0,0.0,0.31072605850259694,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:00:00,0.0,0.975031944004232,0.0,0.337841258559169,0.0,0.0,0.3676195577057584,0.7924653791774142,0.0,0.0,0.0,0.0,0.0,0.5283877718867336,0.0,0.0,1.2709773506533646,0.0,0.0,0.38364478347971653,0.0,0.3929298231917751,0.0,0.7365175959190551,0.0,0.0,0.0,0.33443682807663355,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:15:00,0.0,0.6935954159276596,0.0,0.2488518050729528,0.0,0.0,0.2589969243905276,0.5777090599189213,0.0,0.0,0.0,0.0,0.0,0.3882559709137046,0.0,0.0,0.9391501416028664,0.0,0.0,0.27509081751503595,0.0,0.2919278202579479,0.0,0.5062564447909026,0.0,0.0,0.0,0.2375870914424819,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:30:00,0.0,0.385829382153514,0.0,0.13877723160409455,0.0,0.0,0.15060856890577304,0.33420702048970097,0.0,0.0,0.0,0.0,0.0,0.22125715673216584,0.0,0.0,0.5238759271550579,0.0,0.0,0.15924751874500961,0.0,0.16757606879504622,0.0,0.30420819480652456,0.0,0.0,0.0,0.1423051507017062,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 17:45:00,0.0,0.19517595565680676,0.0,0.07103137846367734,0.0,0.0,0.07200264050193274,0.16539622599709858,0.0,0.0,0.0,0.0,0.0,0.10411241681700063,0.0,0.0,0.25847568190017983,0.0,0.0,0.0802914818094817,0.0,0.08038738448943773,0.0,0.14759274968331593,0.0,0.0,0.0,0.07064984735255302,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:00:00,0.0,4.014515371185693e-16,0.0,1.365961105753802e-16,0.0,0.0,1.4669571885668777e-16,3.146860850507777e-16,0.0,0.0,0.0,0.0,0.0,2.1135337983835876e-16,0.0,0.0,5.303727382048233e-16,0.0,0.0,1.5249411519448975e-16,0.0,1.6042237779250917e-16,0.0,2.9158382082675734e-16,0.0,0.0,0.0,1.3569580058772764e-16,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
